dimension,key,maturity_year,companies
state,NJ,2047,48
state,NJ,2048,32
state,NJ,2049,30
state,NJ,2050,45
state,NJ,2051,10
state,NJ,2056,1
state,NM,2013,1
state,NM,2014,4
state,NM,2015,4
state,NM,2016,10
state,NM,2017,5
state,NM,2018,1
state,NM,2019,8
state,NM,2020,7
state,NM,2021,8
state,NM,2022,7
state,NM,2023,8
state,NM,2024,5
state,NM,2025,11
state,NM,2026,13
state,NM,2027,16
state,NM,2028,11
state,NM,2029,12
state,NM,2030,10
state,NM,2031,16
state,NM,2032,9
state,NM,2033,5
state,NM,2034,14
state,NM,2035,20
state,NM,2036,9
state,NM,2037,15
state,NM,2038,4
state,NM,2039,7
state,NM,2040,9
state,NM,2041,14
state,NM,2042,10
state,NM,2043,9
state,NM,2044,18
state,NM,2045,9
state,NM,2046,10
state,NM,2047,13
state,NM,2048,5
state,NM,2049,4
state,NM,2050,4
state,NM,2051,1
state,NV,2009,1
state,NV,2011,3
state,NV,2012,6
state,NV,2013,5
state,NV,2014,7
state,NV,2015,5
state,NV,2016,10
state,NV,2017,9
state,NV,2018,13
state,NV,2019,11
state,NV,2020,14
state,NV,2021,14
state,NV,2022,16
state,NV,2023,25
state,NV,2024,30
state,NV,2025,29
state,NV,2026,42
state,NV,2027,38
state,NV,2028,23
state,NV,2029,17
state,NV,2030,21
state,NV,2031,28
state,NV,2032,27
state,NV,2033,21
state,NV,2034,23
state,NV,2035,45
state,NV,2036,14
state,NV,2037,30
state,NV,2038,13
state,NV,2039,13
state,NV,2040,18
state,NV,2041,15
state,NV,2042,14
state,NV,2043,14
state,NV,2044,23
state,NV,2045,24
state,NV,2046,33
state,NV,2047,25
state,NV,2048,9
state,NV,2049,21
state,NV,2050,19
state,NV,2051,6
state,NY,2003,1
state,NY,2006,3
state,NY,2007,1
state,NY,2008,2
state,NY,2009,2
state,NY,2010,3
state,NY,2011,7
state,NY,2012,7
state,NY,2013,12
state,NY,2014,15
state,NY,2015,35
state,NY,2016,43
state,NY,2017,55
state,NY,2018,59
state,NY,2019,59
state,NY,2020,56
state,NY,2021,57
state,NY,2022,61
state,NY,2023,78
state,NY,2024,70
state,NY,2025,87
state,NY,2026,61
state,NY,2027,108
state,NY,2028,110
state,NY,2029,101
state,NY,2030,112
state,NY,2031,73
state,NY,2032,98
state,NY,2033,107
state,NY,2034,118
state,NY,2035,145
state,NY,2036,67
state,NY,2037,44
state,NY,2038,38
state,NY,2039,45
state,NY,2040,34
state,NY,2041,31
state,NY,2042,33
state,NY,2043,26
state,NY,2044,40
state,NY,2045,41
state,NY,2046,63
state,NY,2047,48
state,NY,2048,49
state,NY,2049,44
state,NY,2050,51
state,NY,2051,15
state,NY,2052,1
state,OH,2005,1
state,OH,2006,2
state,OH,2010,1
state,OH,2011,8
state,OH,2012,16
state,OH,2013,6
state,OH,2014,17
state,OH,2015,27
state,OH,2016,43
state,OH,2017,48
state,OH,2018,42
state,OH,2019,51
state,OH,2020,55
state,OH,2021,69
state,OH,2022,76
state,OH,2023,81
state,OH,2024,86
state,OH,2025,105
state,OH,2026,110
state,OH,2027,103
state,OH,2028,107
state,OH,2029,91
state,OH,2030,98
state,OH,2031,125
state,OH,2032,131
state,OH,2033,96
state,OH,2034,122
state,OH,2035,107
state,OH,2036,64
state,OH,2037,42
state,OH,2038,54
state,OH,2039,40
state,OH,2040,44
state,OH,2041,57
state,OH,2042,38
state,OH,2043,39
state,OH,2044,44
state,OH,2045,42
state,OH,2046,67
state,OH,2047,42
state,OH,2048,46
state,OH,2049,53
state,OH,2050,34
state,OH,2051,15
state,OH,2052,1
state,OK,2004,3
state,OK,2007,1
state,OK,2010,1
state,OK,2011,2
state,OK,2012,2
state,OK,2013,6
state,OK,2014,3
state,OK,2015,4
state,OK,2016,14
state,OK,2017,9
state,OK,2018,10
state,OK,2019,12
state,OK,2020,20
state,OK,2021,19
state,OK,2022,21
state,OK,2023,21
state,OK,2024,24
state,OK,2025,21
state,OK,2026,41
state,OK,2027,34
state,OK,2028,34
state,OK,2029,23
state,OK,2030,44
state,OK,2031,36
state,OK,2032,36
state,OK,2033,25
state,OK,2034,28
state,OK,2035,23
state,OK,2036,17
state,OK,2037,15
state,OK,2038,15
state,OK,2039,13
state,OK,2040,16
state,OK,2041,23
state,OK,2042,12
state,OK,2043,6
state,OK,2044,9
state,OK,2045,8
state,OK,2046,17
state,OK,2047,10
state,OK,2048,9
state,OK,2049,9
state,OK,2050,8
state,OK,2051,3
state,OR,2011,5
state,OR,2012,1
state,OR,2013,1
state,OR,2014,2
state,OR,2015,2
state,OR,2016,8
state,OR,2017,7
state,OR,2018,9
state,OR,2019,17
state,OR,2020,20
state,OR,2021,19
state,OR,2022,25
state,OR,2023,17
state,OR,2024,17
state,OR,2025,17
state,OR,2026,40
state,OR,2027,29
state,OR,2028,29
state,OR,2029,28
state,OR,2030,27
state,OR,2031,32
state,OR,2032,35
state,OR,2033,29
state,OR,2034,41
state,OR,2035,55
state,OR,2036,22
state,OR,2037,31
state,OR,2038,25
state,OR,2039,20
state,OR,2040,20
state,OR,2041,14
state,OR,2042,15
state,OR,2043,13
state,OR,2044,16
state,OR,2045,27
state,OR,2046,44
state,OR,2047,29
state,OR,2048,12
state,OR,2049,9
state,OR,2050,19
state,OR,2051,3
state,PA,1999,4
state,PA,2005,1
state,PA,2006,1
state,PA,2007,2
state,PA,2010,1
state,PA,2011,5
state,PA,2012,3
state,PA,2013,6
state,PA,2014,3
state,PA,2015,13
state,PA,2016,13
state,PA,2017,17
state,PA,2018,23
state,PA,2019,24
state,PA,2020,45
state,PA,2021,37
state,PA,2022,38
state,PA,2023,36
state,PA,2024,47
state,PA,2025,67
state,PA,2026,59
state,PA,2027,49
state,PA,2028,64
state,PA,2029,61
state,PA,2030,77
state,PA,2031,73
state,PA,2032,78
state,PA,2033,72
state,PA,2034,94
state,PA,2035,110
state,PA,2036,43
state,PA,2037,32
state,PA,2038,49
state,PA,2039,39
state,PA,2040,44
state,PA,2041,37
state,PA,2042,40
state,PA,2043,21
state,PA,2044,33
state,PA,2045,33
state,PA,2046,52
state,PA,2047,50
state,PA,2048,27
state,PA,2049,29
state,PA,2050,38
state,PA,2051,13
state,PA,2052,1
state,RI,2005,1
state,RI,2012,2
state,RI,2013,1
state,RI,2014,2
state,RI,2015,3
state,RI,2016,7
state,RI,2017,5
state,RI,2018,2
state,RI,2019,6
state,RI,2020,7
state,RI,2021,4
state,RI,2022,21
state,RI,2023,6
state,RI,2024,6
state,RI,2025,10
state,RI,2026,16
state,RI,2027,10
state,RI,2028,8
state,RI,2029,8
state,RI,2030,18
state,RI,2031,8
state,RI,2032,4
state,RI,2033,10
state,RI,2034,11
state,RI,2035,14
state,RI,2036,9
state,RI,2037,9
state,RI,2038,3
state,RI,2039,4
state,RI,2040,4
state,RI,2041,8
state,RI,2042,3
state,RI,2043,1
state,RI,2044,7
state,RI,2045,9
state,RI,2046,8
state,RI,2047,2
state,RI,2048,7
state,RI,2049,3
state,RI,2050,4
state,SC,2013,2
state,SC,2015,4
state,SC,2016,5
state,SC,2017,1
state,SC,2018,6
state,SC,2019,3
state,SC,2020,5
state,SC,2021,12
state,SC,2022,11
state,SC,2023,15
state,SC,2024,18
state,SC,2025,20
state,SC,2026,19
state,SC,2027,24
state,SC,2028,25
state,SC,2029,22
state,SC,2030,25
state,SC,2031,28
state,SC,2032,21
state,SC,2033,19
state,SC,2034,39
state,SC,2035,40
state,SC,2036,19
state,SC,2037,17
state,SC,2038,13
state,SC,2039,16
state,SC,2040,13
state,SC,2041,12
state,SC,2042,17
state,SC,2043,15
state,SC,2044,8
state,SC,2045,22
state,SC,2046,21
state,SC,2047,15
state,SC,2048,10
state,SC,2049,16
state,SC,2050,12
state,SC,2051,7
state,SD,2011,2
state,SD,2014,1
state,SD,2015,1
state,SD,2016,2
state,SD,2017,1
state,SD,2018,2
state,SD,2019,4
state,SD,2020,6
state,SD,2021,6
state,SD,2022,9
state,SD,2023,4
state,SD,2024,8
state,SD,2025,6
state,SD,2026,8
state,SD,2027,10
state,SD,2028,9
state,SD,2029,16
state,SD,2030,9
state,SD,2031,15
state,SD,2032,8
state,SD,2033,14
state,SD,2034,2
state,SD,2035,8
state,SD,2036,4
state,SD,2037,10
state,SD,2038,8
state,SD,2039,2
state,SD,2040,12
state,SD,2041,5
state,SD,2042,6
state,SD,2043,6
state,SD,2044,3
state,SD,2045,7
state,SD,2046,20
state,SD,2047,5
state,SD,2048,8
state,SD,2049,8
state,SD,2050,10
state,SD,2051,5
state,TN,2003,1
state,TN,2005,1
state,TN,2006,1
state,TN,2011,1
state,TN,2012,3
state,TN,2013,1
state,TN,2014,1
state,TN,2015,5
state,TN,2016,4
state,TN,2017,3
state,TN,2018,7
state,TN,2019,6
state,TN,2020,16
state,TN,2021,5
state,TN,2022,18
state,TN,2023,15
state,TN,2024,21
state,TN,2025,16
state,TN,2026,24
state,TN,2027,30
state,TN,2028,23
state,TN,2029,30
state,TN,2030,32
state,TN,2031,26
state,TN,2032,27
state,TN,2033,15
state,TN,2034,48
state,TN,2035,45
state,TN,2036,15
state,TN,2037,12
state,TN,2038,13
state,TN,2039,16
state,TN,2040,17
state,TN,2041,20
state,TN,2042,16
state,TN,2043,11
state,TN,2044,8
state,TN,2045,12
state,TN,2046,11
state,TN,2047,11
state,TN,2048,14
state,TN,2049,14
state,TN,2050,13
state,TN,2051,8
state,TN,2052,2
state,TX,1993,1
state,TX,2002,1
state,TX,2006,2
state,TX,2008,1
state,TX,2009,1
state,TX,2010,2
state,TX,2011,4
state,TX,2012,7
state,TX,2013,11
state,TX,2014,14
state,TX,2015,32
state,TX,2016,34
state,TX,2017,57
state,TX,2018,62
state,TX,2019,66
state,TX,2020,113
state,TX,2021,113
state,TX,2022,113
state,TX,2023,138
state,TX,2024,146
state,TX,2025,185
state,TX,2026,185
state,TX,2027,181
state,TX,2028,193
state,TX,2029,193
state,TX,2030,210
state,TX,2031,200
state,TX,2032,210
state,TX,2033,234
state,TX,2034,283
state,TX,2035,298
state,TX,2036,170
state,TX,2037,96
state,TX,2038,102
state,TX,2039,98
state,TX,2040,104
state,TX,2041,96
state,TX,2042,109
state,TX,2043,101
state,TX,2044,94
state,TX,2045,112
state,TX,2046,131
state,TX,2047,112
state,TX,2048,85
state,TX,2049,103
state,TX,2050,93
state,TX,2051,48
state,TX,2052,2
state,UT,2002,1
state,UT,2006,1
state,UT,2010,3
state,UT,2012,4
state,UT,2013,8
state,UT,2014,12
state,UT,2015,23
state,UT,2016,24
state,UT,2017,19
state,UT,2018,16
state,UT,2019,25
state,UT,2020,35
state,UT,2021,41
state,UT,2022,43
state,UT,2023,54
state,UT,2024,51
state,UT,2025,65
state,UT,2026,67
state,UT,2027,54
state,UT,2028,73
state,UT,2029,55
state,UT,2030,55
state,UT,2031,71
state,UT,2032,63
state,UT,2033,51
state,UT,2034,78
state,UT,2035,76
state,UT,2036,57
state,UT,2037,43
state,UT,2038,30
state,UT,2039,19
state,UT,2040,25
state,UT,2041,21
state,UT,2042,18
state,UT,2043,39
state,UT,2044,47
state,UT,2045,58
state,UT,2046,68
state,UT,2047,50
state,UT,2048,39
state,UT,2049,41
state,UT,2050,32
state,UT,2051,15
state,UT,2052,1
state,VA,2004,1
state,VA,2010,1
state,VA,2011,3
state,VA,2012,3
state,VA,2013,5
state,VA,2014,3
state,VA,2015,12
state,VA,2016,14
state,VA,2017,16
state,VA,2018,14
state,VA,2019,18
state,VA,2020,25
state,VA,2021,29
state,VA,2022,33
state,VA,2023,25
state,VA,2024,44
state,VA,2025,50
state,VA,2026,58
state,VA,2027,53
state,VA,2028,39
state,VA,2029,50
state,VA,2030,51
state,VA,2031,42
state,VA,2032,40
state,VA,2033,35
state,VA,2034,56
state,VA,2035,67
state,VA,2036,42
state,VA,2037,41
state,VA,2038,27
state,VA,2039,22
state,VA,2040,22
state,VA,2041,22
state,VA,2042,27
state,VA,2043,21
state,VA,2044,34
state,VA,2045,22
state,VA,2046,37
state,VA,2047,25
state,VA,2048,16
state,VA,2049,25
state,VA,2050,22
state,VA,2051,8
state,VT,2014,2
state,VT,2015,3
state,VT,2016,1
state,VT,2017,6
state,VT,2018,3
state,VT,2019,3
state,VT,2020,4
state,VT,2021,4
state,VT,2022,3
state,VT,2023,3
state,VT,2024,3
state,VT,2025,6
state,VT,2026,8
state,VT,2027,4
state,VT,2028,5
state,VT,2029,8
state,VT,2030,5
state,VT,2031,2
state,VT,2032,3
state,VT,2033,3
state,VT,2034,3
state,VT,2035,7
state,VT,2036,6
state,VT,2037,1
state,VT,2038,3
state,VT,2040,2
state,VT,2041,3
state,VT,2042,4
state,VT,2044,5
state,VT,2045,4
state,VT,2046,1
state,VT,2047,2
state,VT,2048,1
state,VT,2049,4
state,VT,2050,6
state,WA,2005,1
state,WA,2010,2
state,WA,2011,2
state,WA,2012,9
state,WA,2013,4
state,WA,2014,5
state,WA,2015,11
state,WA,2016,18
state,WA,2017,15
state,WA,2018,27
state,WA,2019,28
state,WA,2020,51
state,WA,2021,44
state,WA,2022,43
state,WA,2023,56
state,WA,2024,51
state,WA,2025,51
state,WA,2026,64
state,WA,2027,60
state,WA,2028,66
state,WA,2029,79
state,WA,2030,66
state,WA,2031,59
state,WA,2032,75
state,WA,2033,56
state,WA,2034,71
state,WA,2035,98
state,WA,2036,45
state,WA,2037,40
state,WA,2038,39
state,WA,2039,19
state,WA,2040,26
state,WA,2041,34
state,WA,2042,29
state,WA,2043,31
state,WA,2044,47
state,WA,2045,50
state,WA,2046,58
state,WA,2047,31
state,WA,2048,30
state,WA,2049,30
state,WA,2050,33
state,WA,2051,15
state,WI,1998,1
state,WI,2001,1
state,WI,2004,1
state,WI,2005,2
state,WI,2006,3
state,WI,2009,1
state,WI,2010,2
state,WI,2011,4
state,WI,2012,3
state,WI,2013,3
state,WI,2014,18
state,WI,2015,10
state,WI,2016,29
state,WI,2017,29
state,WI,2018,29
state,WI,2019,32
state,WI,2020,43
state,WI,2021,55
state,WI,2022,59
state,WI,2023,56
state,WI,2024,69
state,WI,2025,81
state,WI,2026,82
state,WI,2027,97
state,WI,2028,82
state,WI,2029,67
state,WI,2030,89
state,WI,2031,95
state,WI,2032,98
state,WI,2033,70
state,WI,2034,72
state,WI,2035,82
state,WI,2036,63
state,WI,2037,34
state,WI,2038,32
state,WI,2039,38
state,WI,2040,48
state,WI,2041,29
state,WI,2042,42
state,WI,2043,29
state,WI,2044,29
state,WI,2045,40
state,WI,2046,67
state,WI,2047,42
state,WI,2048,41
state,WI,2049,33
state,WI,2050,36
state,WI,2051,7
state,WI,2052,1
state,WV,2003,1
state,WV,2011,1
state,WV,2013,2
state,WV,2017,2
state,WV,2018,1
state,WV,2019,4
state,WV,2020,4
state,WV,2021,3
state,WV,2024,6
state,WV,2025,2
state,WV,2026,5
state,WV,2027,5
state,WV,2028,4
state,WV,2029,2
state,WV,2030,11
state,WV,2031,7
state,WV,2032,3
state,WV,2033,3
state,WV,2034,7
state,WV,2035,5
state,WV,2036,1
state,WV,2037,8
state,WV,2038,4
state,WV,2039,4
state,WV,2040,5
state,WV,2041,6
state,WV,2042,2
state,WV,2043,6
state,WV,2044,4
state,WV,2045,3
state,WV,2046,6
state,WV,2047,3
state,WV,2048,3
state,WV,2049,2
state,WV,2050,1
state,WV,2051,1
state,WY,2012,1
state,WY,2014,1
state,WY,2016,2
state,WY,2017,1
state,WY,2018,3
state,WY,2019,4
state,WY,2020,1
state,WY,2021,2
state,WY,2022,4
state,WY,2023,2
state,WY,2024,3
state,WY,2025,8
state,WY,2026,4
state,WY,2027,6
state,WY,2028,3
state,WY,2029,3
state,WY,2030,4
state,WY,2031,4
state,WY,2032,8
state,WY,2033,2
state,WY,2034,4
state,WY,2035,7
state,WY,2036,4
state,WY,2037,5
state,WY,2038,3
state,WY,2039,4
state,WY,2040,5
state,WY,2041,3
state,WY,2042,1
state,WY,2043,3
state,WY,2044,3
state,WY,2045,1
state,WY,2046,3
state,WY,2047,1
state,WY,2048,3
state,WY,2049,8
state,WY,2050,6
state,WY,2051,3
vertical,auto_repair,1997,2
vertical,auto_repair,1999,2
vertical,auto_repair,2001,1
vertical,auto_repair,2002,2
vertical,auto_repair,2003,2
vertical,auto_repair,2004,1
vertical,auto_repair,2005,3
vertical,auto_repair,2006,7
vertical,auto_repair,2007,3
vertical,auto_repair,2009,3
vertical,auto_repair,2010,6
vertical,auto_repair,2011,20
vertical,auto_repair,2012,35
vertical,auto_repair,2013,58
vertical,auto_repair,2014,71
vertical,auto_repair,2015,116
vertical,auto_repair,2016,188
vertical,auto_repair,2017,164
vertical,auto_repair,2018,187
vertical,auto_repair,2019,211
vertical,auto_repair,2020,246
vertical,auto_repair,2021,306
vertical,auto_repair,2022,339
vertical,auto_repair,2023,402
vertical,auto_repair,2024,454
vertical,auto_repair,2025,527
vertical,auto_repair,2026,574
vertical,auto_repair,2027,586
vertical,auto_repair,2028,540
vertical,auto_repair,2029,497
vertical,auto_repair,2030,566
vertical,auto_repair,2031,568
vertical,auto_repair,2032,607
vertical,auto_repair,2033,612
vertical,auto_repair,2034,748
vertical,auto_repair,2035,914
vertical,auto_repair,2036,492
vertical,auto_repair,2037,443
vertical,auto_repair,2038,374
vertical,auto_repair,2039,327
vertical,auto_repair,2040,380
vertical,auto_repair,2041,348
vertical,auto_repair,2042,337
vertical,auto_repair,2043,352
vertical,auto_repair,2044,426
vertical,auto_repair,2045,488
vertical,auto_repair,2046,609
vertical,auto_repair,2047,528
vertical,auto_repair,2048,449
vertical,auto_repair,2049,468
vertical,auto_repair,2050,502
vertical,auto_repair,2051,166
vertical,auto_repair,2052,4
vertical,auto_repair,2056,1
vertical,dental,2001,1
vertical,dental,2005,1
vertical,dental,2007,3
vertical,dental,2008,1
vertical,dental,2009,1
vertical,dental,2010,3
vertical,dental,2011,18
vertical,dental,2012,28
vertical,dental,2013,23
vertical,dental,2014,53
vertical,dental,2015,88
vertical,dental,2016,151
vertical,dental,2017,176
vertical,dental,2018,186
vertical,dental,2019,239
vertical,dental,2020,395
vertical,dental,2021,369
vertical,dental,2022,394
vertical,dental,2023,403
vertical,dental,2024,433
vertical,dental,2025,532
vertical,dental,2026,575
vertical,dental,2027,608
vertical,dental,2028,495
vertical,dental,2029,537
vertical,dental,2030,581
vertical,dental,2031,488
vertical,dental,2032,406
vertical,dental,2033,324
vertical,dental,2034,413
vertical,dental,2035,582
vertical,dental,2036,406
vertical,dental,2037,374
vertical,dental,2038,339
vertical,dental,2039,322
vertical,dental,2040,340
vertical,dental,2041,410
vertical,dental,2042,386
vertical,dental,2043,338
vertical,dental,2044,300
vertical,dental,2045,323
vertical,dental,2046,525
vertical,dental,2047,370
vertical,dental,2048,255
vertical,dental,2049,295
vertical,dental,2050,300
vertical,dental,2051,132
vertical,dental,2052,10
vertical,funeral_homes,2002,1
vertical,funeral_homes,2013,1
vertical,funeral_homes,2015,2
vertical,funeral_homes,2016,6
vertical,funeral_homes,2017,7
vertical,funeral_homes,2018,6
vertical,funeral_homes,2019,20
vertical,funeral_homes,2020,18
vertical,funeral_homes,2021,58
vertical,funeral_homes,2022,47
vertical,funeral_homes,2023,44
vertical,funeral_homes,2024,76
vertical,funeral_homes,2025,65
vertical,funeral_homes,2026,58
vertical,funeral_homes,2027,96
vertical,funeral_homes,2028,77
vertical,funeral_homes,2029,91
vertical,funeral_homes,2030,90
vertical,funeral_homes,2031,97
vertical,funeral_homes,2032,102
vertical,funeral_homes,2033,89
vertical,funeral_homes,2034,92
vertical,funeral_homes,2035,109
vertical,funeral_homes,2036,82
vertical,funeral_homes,2037,99
vertical,funeral_homes,2038,120
vertical,funeral_homes,2039,83
vertical,funeral_homes,2040,100
vertical,funeral_homes,2041,101
vertical,funeral_homes,2042,125
vertical,funeral_homes,2043,81
vertical,funeral_homes,2044,86
vertical,funeral_homes,2045,91
vertical,funeral_homes,2046,109
vertical,funeral_homes,2047,71
vertical,funeral_homes,2048,48
vertical,funeral_homes,2049,51
vertical,funeral_homes,2050,69
vertical,funeral_homes,2051,12
vertical,hvac_plumbing,2010,1
vertical,hvac_plumbing,2011,8
vertical,hvac_plumbing,2012,8
vertical,hvac_plumbing,2013,13
vertical,hvac_plumbing,2014,10
vertical,hvac_plumbing,2015,22
vertical,hvac_plumbing,2016,37
vertical,hvac_plumbing,2017,62
vertical,hvac_plumbing,2018,55
vertical,hvac_plumbing,2019,63
vertical,hvac_plumbing,2020,84
vertical,hvac_plumbing,2021,83
vertical,hvac_plumbing,2022,111
vertical,hvac_plumbing,2023,108
vertical,hvac_plumbing,2024,139
vertical,hvac_plumbing,2025,170
vertical,hvac_plumbing,2026,252
vertical,hvac_plumbing,2027,260
vertical,hvac_plumbing,2028,248
vertical,hvac_plumbing,2029,266
vertical,hvac_plumbing,2030,266
vertical,hvac_plumbing,2031,261
vertical,hvac_plumbing,2032,347
vertical,hvac_plumbing,2033,384
vertical,hvac_plumbing,2034,552
vertical,hvac_plumbing,2035,557
vertical,hvac_plumbing,2036,224
vertical,hvac_plumbing,2037,122
vertical,hvac_plumbing,2038,112
vertical,hvac_plumbing,2039,90
vertical,hvac_plumbing,2040,81
vertical,hvac_plumbing,2041,84
vertical,hvac_plumbing,2042,88
vertical,hvac_plumbing,2043,87
vertical,hvac_plumbing,2044,99
vertical,hvac_plumbing,2045,147
vertical,hvac_plumbing,2046,200
vertical,hvac_plumbing,2047,144
vertical,hvac_plumbing,2048,136
vertical,hvac_plumbing,2049,155
vertical,hvac_plumbing,2050,188
vertical,hvac_plumbing,2051,40
vertical,hvac_plumbing,2052,1
vertical,landscaping,1999,1
vertical,landscaping,2010,1
vertical,landscaping,2011,3
vertical,landscaping,2012,4
vertical,landscaping,2013,4
vertical,landscaping,2014,12
vertical,landscaping,2015,22
vertical,landscaping,2016,27
vertical,landscaping,2017,39
vertical,landscaping,2018,52
vertical,landscaping,2019,55
vertical,landscaping,2020,75
vertical,landscaping,2021,95
vertical,landscaping,2022,107
vertical,landscaping,2023,118
vertical,landscaping,2024,167
vertical,landscaping,2025,144
vertical,landscaping,2026,188
vertical,landscaping,2027,203
vertical,landscaping,2028,229
vertical,landscaping,2029,245
vertical,landscaping,2030,219
vertical,landscaping,2031,287
vertical,landscaping,2032,247
vertical,landscaping,2033,288
vertical,landscaping,2034,406
vertical,landscaping,2035,350
vertical,landscaping,2036,171
vertical,landscaping,2037,68
vertical,landscaping,2038,72
vertical,landscaping,2039,60
vertical,landscaping,2040,72
vertical,landscaping,2041,67
vertical,landscaping,2042,52
vertical,landscaping,2043,63
vertical,landscaping,2044,67
vertical,landscaping,2045,106
vertical,landscaping,2046,131
vertical,landscaping,2047,100
vertical,landscaping,2048,90
vertical,landscaping,2049,90
vertical,landscaping,2050,76
vertical,landscaping,2051,23
vertical,manufacturing,1993,1
vertical,manufacturing,1996,1
vertical,manufacturing,1998,1
vertical,manufacturing,2001,2
vertical,manufacturing,2002,7
vertical,manufacturing,2003,8
vertical,manufacturing,2004,8
vertical,manufacturing,2005,13
vertical,manufacturing,2006,12
vertical,manufacturing,2007,10
vertical,manufacturing,2008,5
vertical,manufacturing,2009,6
vertical,manufacturing,2010,20
vertical,manufacturing,2011,82
vertical,manufacturing,2012,81
vertical,manufacturing,2013,83
vertical,manufacturing,2014,140
vertical,manufacturing,2015,218
vertical,manufacturing,2016,285
vertical,manufacturing,2017,302
vertical,manufacturing,2018,295
vertical,manufacturing,2019,375
vertical,manufacturing,2020,475
vertical,manufacturing,2021,516
vertical,manufacturing,2022,604
vertical,manufacturing,2023,610
vertical,manufacturing,2024,670
vertical,manufacturing,2025,721
vertical,manufacturing,2026,788
vertical,manufacturing,2027,743
vertical,manufacturing,2028,748
vertical,manufacturing,2029,627
vertical,manufacturing,2030,667
vertical,manufacturing,2031,772
vertical,manufacturing,2032,728
vertical,manufacturing,2033,608
vertical,manufacturing,2034,682
vertical,manufacturing,2035,712
vertical,manufacturing,2036,418
vertical,manufacturing,2037,334
vertical,manufacturing,2038,246
vertical,manufacturing,2039,183
vertical,manufacturing,2040,193
vertical,manufacturing,2041,213
vertical,manufacturing,2042,179
vertical,manufacturing,2043,186
vertical,manufacturing,2044,239
vertical,manufacturing,2045,291
vertical,manufacturing,2046,411
vertical,manufacturing,2047,272
vertical,manufacturing,2048,200
vertical,manufacturing,2049,224
vertical,manufacturing,2050,195
vertical,manufacturing,2051,74
vertical,manufacturing,2052,1
vertical,veterinary,1999,1
vertical,veterinary,2003,1
vertical,veterinary,2007,2
vertical,veterinary,2010,3
vertical,veterinary,2011,10
vertical,veterinary,2012,16
vertical,veterinary,2013,18
vertical,veterinary,2014,26
vertical,veterinary,2015,36
vertical,veterinary,2016,61
vertical,veterinary,2017,49
vertical,veterinary,2018,69
vertical,veterinary,2019,89
vertical,veterinary,2020,117
vertical,veterinary,2021,138
vertical,veterinary,2022,148
vertical,veterinary,2023,164
vertical,veterinary,2024,160
vertical,veterinary,2025,228
vertical,veterinary,2026,204
vertical,veterinary,2027,241
vertical,veterinary,2028,179
vertical,veterinary,2029,201
vertical,veterinary,2030,200
vertical,veterinary,2031,178
vertical,veterinary,2032,161
vertical,veterinary,2033,105
vertical,veterinary,2034,163
vertical,veterinary,2035,286
vertical,veterinary,2036,199
vertical,veterinary,2037,205
vertical,veterinary,2038,193
vertical,veterinary,2039,186
vertical,veterinary,2040,204
vertical,veterinary,2041,180
vertical,veterinary,2042,171
vertical,veterinary,2043,149
vertical,veterinary,2044,140
vertical,veterinary,2045,146
vertical,veterinary,2046,178
vertical,veterinary,2047,139
vertical,veterinary,2048,103
vertical,veterinary,2049,123
vertical,veterinary,2050,124
vertical,veterinary,2051,85
vertical,veterinary,2052,8
metro,atlanta_sandy_springs_alpharetta_ga,2003,1
metro,atlanta_sandy_springs_alpharetta_ga,2005,1
metro,atlanta_sandy_springs_alpharetta_ga,2011,2
metro,atlanta_sandy_springs_alpharetta_ga,2012,3
metro,atlanta_sandy_springs_alpharetta_ga,2013,4
metro,atlanta_sandy_springs_alpharetta_ga,2014,1
metro,atlanta_sandy_springs_alpharetta_ga,2015,3
metro,atlanta_sandy_springs_alpharetta_ga,2016,7
metro,atlanta_sandy_springs_alpharetta_ga,2017,9
metro,atlanta_sandy_springs_alpharetta_ga,2018,12
metro,atlanta_sandy_springs_alpharetta_ga,2019,13
metro,atlanta_sandy_springs_alpharetta_ga,2020,23
metro,atlanta_sandy_springs_alpharetta_ga,2021,17
metro,atlanta_sandy_springs_alpharetta_ga,2022,30
metro,atlanta_sandy_springs_alpharetta_ga,2023,25
metro,atlanta_sandy_springs_alpharetta_ga,2024,29
metro,atlanta_sandy_springs_alpharetta_ga,2025,45
metro,atlanta_sandy_springs_alpharetta_ga,2026,55
metro,atlanta_sandy_springs_alpharetta_ga,2027,50
metro,atlanta_sandy_springs_alpharetta_ga,2028,56
metro,atlanta_sandy_springs_alpharetta_ga,2029,37
metro,atlanta_sandy_springs_alpharetta_ga,2030,44
metro,atlanta_sandy_springs_alpharetta_ga,2031,48
metro,atlanta_sandy_springs_alpharetta_ga,2032,49
metro,atlanta_sandy_springs_alpharetta_ga,2033,41
metro,atlanta_sandy_springs_alpharetta_ga,2034,47
metro,atlanta_sandy_springs_alpharetta_ga,2035,73
metro,atlanta_sandy_springs_alpharetta_ga,2036,38
metro,atlanta_sandy_springs_alpharetta_ga,2037,37
metro,atlanta_sandy_springs_alpharetta_ga,2038,35
metro,atlanta_sandy_springs_alpharetta_ga,2039,26
metro,atlanta_sandy_springs_alpharetta_ga,2040,33
metro,atlanta_sandy_springs_alpharetta_ga,2041,31
metro,atlanta_sandy_springs_alpharetta_ga,2042,27
metro,atlanta_sandy_springs_alpharetta_ga,2043,38
